cue,total,cue_mfd2,response_mfd1,cue_mfd1,response_mfd2,cue_hte,response_hte,response_emotion,cue_emotion,cue_moral,response_moral,link,pos,previous_link,lower,is_synonym,degree,pos_score,neg_score,polarity
blunt,48.0,0,3,0,3,0,5,0,0.0,0,2,0.1178041444775258,s v,0.0638297872340425,True,,94.0,0.0,0.02127659574468085,0.48936170212765956
blur,42.0,0,0,0,0,0,4,0,0.0,0,0,0.0199854245189418,n v,0.0,True,,100.0,0.0,0.0,0.5
blurb,57.0,0,0,0,0,0,2,0,0.0,0,0,0.0270039619867029,n,0.0,True,,88.0,0.0,0.0,0.5
blush,32.0,0,1,0,1,0,3,6,0.0,0,0,0.0206692434549577,n v,0.0,True,,100.0,0.0,0.0,0.5
blushing,35.0,0,2,0,1,0,4,3,0.0,0,1,0.0353664311065575,s v,0.0,True,,98.0,0.0,0.0,0.5
boa,31.0,0,0,0,0,0,3,0,0.0,0,0,0.0146391646857395,n,0.0,True,,97.0,0.0,0.0,0.5
boar,75.0,0,1,0,1,0,2,0,0.0,0,1,0.0443009658258875,n,0.0,True,,97.0,0.0,0.0,0.5
board,39.0,0,1,0,0,0,2,1,0.0,0,0,0.0259912517772628,n v,0.0,True,,100.0,0.0,0.0,0.5
board game,71.0,0,1,0,0,0,2,4,0.0,0,0,0.0347119657366506,,0.0,True,,100.0,0.05,0.0,0.525
boarding school,48.0,0,3,0,5,0,7,2,0.0,0,3,0.1294427023442693,,0.0721649484536082,True,,97.0,0.030927835051546393,0.041237113402061855,0.4948453608247423
boardwalk,26.0,0,0,0,1,0,1,0,0.0,0,0,0.0099365911865911,n,0.0,True,,91.0,0.0,0.0,0.5
boast,58.0,0,1,0,1,0,2,1,0.0,0,1,0.0273506151473676,n v,0.0,True,,93.0,0.0,0.0,0.5
boat,126.0,0,0,0,0,0,3,0,0.0,0,0,0.0174757220483343,n v,0.0,True,,199.0,0.0,0.0,0.5
boating,42.0,0,0,0,0,0,0,0,0.0,0,0,0.014558860820657,n v,0.0,True,,95.0,0.0,0.0,0.5
bodily,42.0,0,2,0,5,0,4,0,0.0,0,2,0.2676815750160592,a r s,0.1530612244897959,True,,98.0,0.030612244897959183,0.12244897959183673,0.45408163265306123
body,138.0,75,4,0,14,0,7,3,0.0,0,5,0.2017855519307602,n v,0.13,True,,200.0,0.06,0.06,0.5
body part,67.0,0,0,0,1,0,0,0,0.0,0,0,0.0612298414169715,,0.0,True,,100.0,0.02,0.0,0.51
body parts,72.0,0,1,0,2,0,1,0,0.0,0,1,0.1027177492873729,,0.02,True,,100.0,0.0,0.02,0.49
bodybuilder,66.0,0,0,0,0,0,3,2,0.0,0,0,0.0381758614610539,n,0.0,True,,100.0,0.0,0.0,0.5
bodyguard,57.0,0,11,0,9,0,6,2,0.0,0,9,0.2714463099950125,n,0.18,True,,100.0,0.26,0.0,0.63
bog,43.0,0,0,0,0,0,2,0,0.0,0,0,0.0720116557584704,n v,0.0,True,,87.0,0.0,0.0,0.5
bohemian,61.0,0,0,0,1,0,3,0,0.0,0,0,0.0405969971888066,a n s,0.0,True,,97.0,0.0,0.0,0.5
boil,69.0,0,1,0,4,23,1,2,0.0,0,1,0.1111938427584186,n v,0.05,True,,100.0,0.0,0.05,0.475
boiled,76.0,0,0,0,0,0,0,0,0.0,0,0,0.0492853521310061,s v,0.0,True,,99.0,0.0,0.0,0.5
boiler,36.0,0,0,0,1,0,0,0,0.0,0,0,0.0276494456398262,n,0.0,True,,99.0,0.0,0.0,0.5
boiling,56.0,0,0,0,0,0,1,0,0.0,0,0,0.0206719092175446,r n v,0.0,True,,99.0,0.0,0.0,0.5
bold,56.0,0,0,0,0,0,3,4,23.0,0,0,0.0230734606541508,a n s,0.0,True,,99.0,0.0,0.0,0.5
bologna,68.0,0,2,0,3,0,0,3,0.0,0,0,0.203792397388037,n,0.0816326530612244,True,,98.0,0.05102040816326531,0.030612244897959183,0.5102040816326531
bolster,59.0,0,2,0,4,0,5,3,0.0,0,4,0.1261298654606249,n v,0.0581395348837209,True,,86.0,0.03488372093023256,0.023255813953488372,0.5058139534883721
bolt,86.0,0,3,0,1,0,9,1,0.0,0,2,0.0168144726530663,r n v,0.0,True,,197.0,0.0,0.0,0.5
bomb,51.0,0,5,0,5,0,1,1,0.0,0,4,0.1811962245069629,n v,0.1,True,,100.0,0.0,0.09,0.455
bomber,33.0,0,4,0,3,0,2,0,0.0,0,3,0.1886256573466624,n,0.1145833333333333,True,,96.0,0.0,0.10416666666666667,0.4479166666666667
bombshell,40.0,0,3,0,3,0,3,3,0.0,0,4,0.1760603957790222,n,0.1134020618556701,True,,97.0,0.0,0.1134020618556701,0.44329896907216493
bond,113.0,0,10,0,11,65,9,5,0.0,0,8,0.1480245842963215,n v,0.0858585858585858,True,,198.0,0.10606060606060606,0.0,0.553030303030303
bondage,68.0,0,2,0,6,28,3,3,0.0,0,4,0.2009069671701012,n,0.09,True,,100.0,0.0,0.08,0.46
bonding,66.0,0,3,0,8,0,3,4,0.0,0,1,0.2185733013742494,n v,0.1111111111111111,True,,99.0,0.24242424242424243,0.0,0.6212121212121212
bone,79.0,0,2,0,7,0,6,1,0.0,0,1,0.0747726443756053,s n v,0.0452261306532663,True,,199.0,0.02512562814070352,0.020100502512562814,0.5025125628140703
boner,46.0,0,0,0,2,0,3,0,0.0,0,0,0.0892382978423109,n,0.0439560439560439,True,,91.0,0.0,0.03296703296703297,0.4835164835164835
bonfire,32.0,0,0,0,2,0,3,4,0.0,0,1,0.0455415856082764,n,0.0204081632653061,True,,98.0,0.0,0.0,0.5
bong,70.0,0,2,0,3,0,1,0,0.0,0,1,0.1950364374302333,n v,0.1224489795918367,True,,98.0,0.0,0.12244897959183673,0.4387755102040816
bonnet,19.0,0,0,0,0,0,1,0,0.0,0,0,0.0074803588309553,n v,0.0,True,,99.0,0.0,0.0,0.5
bonus,54.0,0,2,0,2,0,6,1,0.0,0,2,0.0643123353684031,n,0.0303030303030303,True,,99.0,0.0,0.0,0.5
boo,56.0,0,1,0,1,0,3,4,0.0,0,1,0.0490292253604154,n v,0.0,True,,98.0,0.0,0.0,0.5
boob,132.0,0,1,0,2,0,10,3,0.0,0,1,0.0323207456995367,n v,0.0103092783505154,True,,194.0,0.0,0.0,0.5
booger,91.0,0,4,0,5,0,2,8,0.0,0,0,0.1537993325883676,n,0.0790960451977401,True,,177.0,0.0,0.07909604519774012,0.4604519774011299
boogie,30.0,0,1,0,2,0,2,1,0.0,0,1,0.0371388686599207,n v,0.02,True,,100.0,0.0,0.02,0.49
book,49.0,0,2,0,3,0,7,5,0.0,0,2,0.0287250819185914,n v,0.015,True,,200.0,0.0,0.0,0.5
bookbag,43.0,0,0,0,0,0,1,0,0.0,0,0,0.013598879457568,,0.0,True,,100.0,0.0,0.0,0.5
bookcase,47.0,0,0,0,1,0,1,2,0.0,0,0,0.0110453875297803,n,0.0,True,,99.0,0.0,0.0,0.5
bookkeeping,21.0,0,2,0,0,0,1,0,0.0,0,0,0.0148737373737373,n,0.0,True,,100.0,0.02,0.0,0.51
bookshop,61.0,0,3,0,4,0,2,4,0.0,0,3,0.0814501888089124,n,0.05,True,,100.0,0.05,0.0,0.525
bookstore,64.0,0,1,0,2,0,3,6,0.0,0,1,0.0722745603734595,n,0.04,True,,100.0,0.04,0.0,0.52
boom,34.0,0,0,0,0,0,2,0,0.0,0,0,0.0143135941906852,n v,0.0,True,,99.0,0.0,0.0,0.5
boost,48.0,0,1,0,3,0,9,1,0.0,0,3,0.0797451721541944,n v,0.0408163265306122,True,,98.0,0.0,0.0,0.5
boot,139.0,0,0,0,0,39,9,0,0.0,0,0,0.0210837841667453,n v,0.0,True,,198.0,0.0,0.0,0.5
booth,35.0,0,1,0,3,0,4,0,0.0,0,2,0.0951277054173228,n,0.06,True,,100.0,0.05,0.0,0.525
booty,62.0,0,0,0,0,0,0,1,0.0,0,0,0.0438401464215544,n,0.0,True,,97.0,0.0,0.0,0.5
booze,74.0,0,1,0,2,0,1,1,0.0,0,0,0.0617643165431723,n v,0.02,True,,100.0,0.0,0.02,0.49
border,52.0,0,7,0,5,0,2,1,0.0,0,4,0.2328620308462375,n v,0.15,True,,100.0,0.13,0.03,0.55
bore,29.0,0,0,0,0,0,2,1,16.0,0,0,0.0177130570475837,n v,0.0,True,,95.0,0.0,0.0,0.5
bored,34.0,0,0,0,1,0,5,5,28.0,0,1,0.0408413697317556,s v,0.0202020202020202,True,,99.0,0.020202020202020204,0.0,0.51010101010101
boredom,28.0,0,0,0,1,0,3,5,18.0,0,0,0.0198847057346152,n,0.0,True,,97.0,0.0,0.0,0.5
boring,30.0,0,1,0,0,0,0,0,21.0,0,0,0.0182518731108883,s n v,0.0,True,,99.0,0.0,0.0,0.5
born,55.0,0,0,0,3,0,4,0,0.0,0,0,0.0715333248955965,a n v s,0.04,True,,100.0,0.06,0.0,0.53
borrow,71.0,0,0,0,3,0,0,1,0.0,0,0,0.1755230082782714,v,0.1,True,,100.0,0.03,0.0,0.515
bos,72.0,43,5,0,8,0,5,0,0.0,0,5,0.3428480276228749,n,0.1979166666666666,True,,96.0,0.19791666666666666,0.0,0.5989583333333334
bosom,76.0,0,0,0,1,0,3,0,0.0,0,0,0.0199645222309144,n v,0.0,True,,96.0,0.0,0.0,0.5
bother,47.0,0,1,0,2,0,3,9,20.0,0,1,0.0782289296348329,n v,0.0306122448979591,True,,98.0,0.0,0.02040816326530612,0.4897959183673469
bothered,37.0,0,1,0,2,0,4,13,22.0,0,2,0.0924823217662858,s v,0.0612244897959183,True,,98.0,0.0,0.04081632653061224,0.47959183673469385
bottle,111.0,0,0,0,0,0,2,0,0.0,0,0,0.0250086796963491,n v,0.0,True,,200.0,0.0,0.0,0.5
bottom,9.0,0,0,0,0,0,1,0,0.0,0,0,0.0047479092562706,a n v s,0.0,True,,100.0,0.0,0.0,0.5
bought,42.0,0,1,0,2,0,5,0,0.0,0,1,0.0418945677350067,v,0.02,True,,100.0,0.0,0.0,0.5
bouillon,62.0,0,0,0,1,0,1,0,0.0,0,0,0.0517183926456016,n,0.0,True,,90.0,0.0,0.0,0.5
boulder,5.0,0,0,0,0,0,2,0,0.0,0,0,0.0024387599665504,n,0.0,True,,99.0,0.0,0.0,0.5
boulevard,23.0,0,0,0,1,0,1,0,0.0,0,1,0.0066723019343263,n,0.0,True,,98.0,0.0,0.0,0.5
bounce,16.0,0,0,0,0,0,3,0,0.0,0,0,0.0089497324671929,n v,0.0,True,,99.0,0.0,0.0,0.5
bounce back,34.0,0,0,0,0,0,3,2,0.0,0,0,0.0358179128382322,,0.0,True,,96.0,0.0,0.0,0.5
bound,48.0,0,0,0,1,20,5,1,0.0,0,0,0.0412131365720358,a n v s,0.0,True,,98.0,0.0,0.0,0.5
boundary,120.0,0,1,0,4,0,6,1,0.0,0,1,0.1144401965572759,n,0.0555555555555555,True,,198.0,0.05555555555555555,0.0,0.5277777777777778
bounty,80.0,0,2,0,4,27,5,1,0.0,0,2,0.186772480678605,n,0.1111111111111111,True,,99.0,0.0,0.09090909090909091,0.45454545454545453
bouquet,5.0,0,0,0,0,0,1,0,0.0,0,0,0.0060085427135678,n,0.0,True,,100.0,0.0,0.0,0.5
bourbon,72.0,0,0,0,0,0,0,0,0.0,0,0,0.0350294558861829,n,0.0,True,,99.0,0.0,0.0,0.5
bovine,79.0,0,0,0,0,0,2,0,0.0,0,0,0.0486259332454984,a n s,0.0,True,,92.0,0.0,0.0,0.5
bow,61.0,0,0,0,0,0,2,0,0.0,0,0,0.0164255435421057,n v,0.0,True,,99.0,0.0,0.0,0.5
bowel,152.0,0,1,0,6,0,2,1,0.0,0,1,0.1803594834420759,n,0.0523560209424083,True,,191.0,0.0,0.041884816753926704,0.4790575916230366
bowl,144.0,0,0,0,2,0,3,0,0.0,0,0,0.1062682429813202,n v,0.050251256281407,True,,199.0,0.05025125628140704,0.0,0.5251256281407035
bowling,45.0,0,0,0,0,0,2,0,0.0,0,0,0.0127573648941083,n v,0.0,True,,99.0,0.0,0.0,0.5
box,81.0,0,2,0,3,0,11,1,0.0,0,1,0.0327424868867637,n v,0.0151515151515151,True,,198.0,0.0,0.010101010101010102,0.494949494949495
boxer,135.0,0,6,0,9,0,2,0,0.0,0,6,0.1576973008955872,n,0.1269035532994923,True,,197.0,0.0,0.12690355329949238,0.4365482233502538
boxing,66.0,0,4,0,6,0,2,1,0.0,0,3,0.3565902969957614,n v,0.2929292929292929,True,,99.0,0.0,0.29292929292929293,0.35353535353535354
boy,151.0,0,3,0,3,33,2,1,0.0,0,3,0.0400966819508663,n,0.0150753768844221,True,,199.0,0.06030150753768844,0.0,0.5301507537688442
boy scout,43.0,0,5,0,9,0,3,1,0.0,0,5,0.2054688475640695,,0.1414141414141414,True,,99.0,0.12121212121212122,0.0,0.5606060606060606
boyfriend,74.0,0,0,0,4,0,3,4,0.0,0,1,0.2756278155188053,n,0.1428571428571428,True,,98.0,0.14285714285714285,0.0,0.5714285714285714
bra,72.0,0,0,0,1,0,5,1,0.0,0,0,0.0349982091880999,n,0.0,True,,98.0,0.0,0.0,0.5
brace,142.0,0,4,0,2,0,7,3,0.0,0,3,0.0678021050267305,n v,0.0155440414507772,True,,193.0,0.0,0.015544041450777202,0.49222797927461137
bracelet,43.0,0,0,0,0,0,0,0,0.0,0,0,0.0204666608027764,n,0.0,True,,100.0,0.0,0.0,0.5
bracket,47.0,0,0,0,0,0,1,0,0.0,0,0,0.0195448099637834,n v,0.0,True,,98.0,0.0,0.0,0.5
brag,23.0,0,0,0,2,0,2,1,0.0,0,2,0.0412798219845505,s n v,0.0210526315789473,True,,95.0,0.0,0.0,0.5
braggart,12.0,0,0,0,2,0,0,2,0.0,0,1,0.0532328171963351,n s,0.028169014084507,True,,71.0,0.0,0.028169014084507043,0.4859154929577465
braid,6.0,0,0,0,0,0,1,0,0.0,0,0,0.0027162125644731,n v,0.0,True,,98.0,0.0,0.0,0.5
brain,89.0,0,0,0,2,0,4,2,0.0,0,2,0.0477498027328986,n v,0.01,True,,200.0,0.015,0.0,0.5075
brainstorm,51.0,0,1,0,1,0,1,0,0.0,0,1,0.0293380904722599,n v,0.0,True,,100.0,0.0,0.0,0.5
brake,11.0,0,0,0,0,0,1,0,0.0,0,0,0.0100734930181085,n v,0.0,True,,99.0,0.0,0.0,0.5
bramble,47.0,0,0,0,1,0,2,0,0.0,0,0,0.0262846103492876,n,0.0,True,,72.0,0.0,0.0,0.5
bran,55.0,0,0,0,2,0,0,0,0.0,0,1,0.0943408206400486,n,0.0549450549450549,True,,91.0,0.0,0.0,0.5
branch,33.0,0,0,0,2,22,1,0,0.0,0,0,0.0320542524772345,n v,0.0101010101010101,True,,198.0,0.010101010101010102,0.0,0.5050505050505051
brand,43.0,0,2,0,2,25,2,0,0.0,0,2,0.0665005883176387,n v,0.0202020202020202,True,,99.0,0.0,0.0,0.5
brandy,64.0,0,0,0,0,0,1,1,0.0,0,0,0.0292108553449496,n,0.0,True,,100.0,0.0,0.0,0.5
brass,57.0,0,0,0,2,21,7,1,0.0,0,0,0.0564803509467478,n,0.0204081632653061,True,,98.0,0.0,0.0,0.5
brat,75.0,0,1,0,3,0,6,3,0.0,0,2,0.2604840869134177,n,0.1649484536082474,True,,97.0,0.1958762886597938,0.15463917525773196,0.520618556701031
bravado,44.0,0,0,0,0,0,1,4,0.0,0,1,0.0374734691835767,n,0.0,True,,85.0,0.0,0.0,0.5
brave,59.0,0,4,0,5,0,4,3,22.0,0,4,0.1046081071224401,a n v s,0.0510204081632653,True,,98.0,0.030612244897959183,0.02040816326530612,0.5051020408163265
bravery,52.0,0,3,0,5,0,6,2,0.0,0,5,0.1284395447955655,n,0.06,True,,100.0,0.02,0.04,0.49
bravo,37.0,0,2,0,2,0,2,3,0.0,0,2,0.0779768668351266,n v,0.04,True,,100.0,0.0,0.0,0.5
brawl,84.0,0,1,0,1,0,0,0,0.0,0,1,0.0921878579610538,n v,0.0,True,,97.0,0.0,0.0,0.5
brazen,20.0,0,1,0,2,0,2,4,0.0,0,1,0.0500304367131652,s a v,0.0232558139534883,True,,86.0,0.0,0.023255813953488372,0.4883720930232558
breach,43.0,0,6,0,7,0,5,2,0.0,0,6,0.1616427192421555,n v,0.0824742268041237,True,,97.0,0.041237113402061855,0.030927835051546393,0.5051546391752577
bread,74.0,0,0,0,1,0,4,0,0.0,0,0,0.075193894434528,n v,0.0,True,,100.0,0.0,0.0,0.5
breadth,17.0,0,1,0,1,0,2,0,0.0,0,1,0.0132035886690142,n,0.0,True,,94.0,0.0,0.0,0.5
break,57.0,0,2,0,1,35,9,1,0.0,0,3,0.0578935691197541,n v,0.0,True,,100.0,0.0,0.0,0.5
break down,42.0,0,0,0,0,0,5,4,0.0,0,0,0.0486547961621091,,0.0,True,,100.0,0.0,0.07,0.46499999999999997
break up,73.0,0,3,0,7,0,4,4,0.0,0,3,0.3147822759234353,,0.17,True,,100.0,0.04,0.13,0.455
breakable,13.0,0,2,0,2,0,1,2,0.0,0,3,0.0401191919191919,a n,0.02,True,,100.0,0.0,0.0,0.5
breakdown,50.0,0,2,0,4,0,5,5,0.0,0,3,0.1141836524396995,n,0.0505050505050505,True,,99.0,0.0,0.08080808080808081,0.4595959595959596
breaker,17.0,0,0,0,0,0,1,1,0.0,0,0,0.0078658252562749,n,0.0,True,,95.0,0.0,0.0,0.5
breakfast,68.0,0,0,0,2,0,2,0,0.0,0,1,0.2151101975976374,n v,0.1224489795918367,True,,98.0,0.12244897959183673,0.0,0.5612244897959183
breaking,46.0,0,4,0,4,0,4,0,0.0,0,3,0.3794416021210768,n v,0.26,True,,100.0,0.0,0.07,0.46499999999999997
breakup,77.0,0,1,0,6,0,4,5,0.0,0,2,0.3797874026277686,n,0.2244897959183673,True,,98.0,0.09183673469387756,0.14285714285714285,0.4744897959183674
breast,142.0,0,1,0,2,0,11,3,0.0,0,0,0.0542853010333454,n v,0.0100502512562814,True,,199.0,0.020100502512562814,0.0,0.5100502512562815
breast feeding,76.0,0,4,0,5,0,3,3,0.0,0,2,0.1368577550943305,,0.0606060606060606,True,,99.0,0.1414141414141414,0.020202020202020204,0.5606060606060606
breastfeeding,80.0,0,2,0,5,0,4,1,0.0,0,0,0.1831613228058229,v,0.1,True,,100.0,0.29,0.0,0.645
breath,38.0,0,2,0,1,0,3,1,0.0,0,2,0.0352702354354139,n,0.0,True,,99.0,0.0,0.0,0.5
breathe,18.0,0,0,0,0,0,3,0,0.0,0,0,0.0153140883840216,v,0.0,True,,98.0,0.0,0.0,0.5
breathing,38.0,0,0,0,0,0,1,1,0.0,0,0,0.0244060196314308,a n v,0.0,True,,99.0,0.0,0.0,0.5
breathless,29.0,0,0,0,1,0,0,5,0.0,0,0,0.0297269036585097,a s,0.0,True,,100.0,0.0,0.0,0.5
breed,84.0,0,3,0,3,0,6,0,0.0,0,2,0.0623173026556419,n v,0.0303030303030303,True,,99.0,0.030303030303030304,0.020202020202020204,0.5050505050505051
breeding,77.0,0,2,0,3,0,3,0,0.0,0,2,0.0820647706294522,s n v,0.03,True,,100.0,0.02,0.0,0.51
breeze,11.0,0,0,0,0,0,3,1,0.0,0,0,0.0038777536019156,n v,0.0,True,,100.0,0.0,0.0,0.5
breezeway,11.0,0,0,0,0,0,2,0,0.0,0,0,0.0071208412530169,,0.0,True,,58.0,0.0,0.0,0.5
brevity,13.0,0,0,0,0,0,2,1,0.0,0,0,0.0085067688154551,n,0.0,True,,91.0,0.0,0.0,0.5
brew,77.0,0,0,0,0,0,1,0,0.0,0,0,0.0430448155019583,n v,0.0,True,,100.0,0.0,0.0,0.5
brewery,87.0,0,0,0,0,0,0,0,0.0,0,0,0.0437373737373737,n,0.0,True,,99.0,0.0,0.0,0.5
bribe,85.0,0,4,0,13,34,9,1,0.0,0,12,0.3422715618414033,n v,0.2040816326530612,True,,98.0,0.0,0.16326530612244897,0.41836734693877553
bribery,90.0,0,8,0,18,0,9,1,0.0,0,14,0.580207582849527,n,0.3711340206185567,True,,97.0,0.0,0.31958762886597936,0.3402061855670103
brick,72.0,0,0,0,1,0,4,0,0.0,0,0,0.0148978718892138,n,0.0,True,,198.0,0.0,0.0,0.5
bridal,80.0,0,1,0,3,0,1,0,0.0,0,1,0.1090764709954207,a n,0.0309278350515463,True,,97.0,0.030927835051546393,0.0,0.5154639175257731
bride,56.0,0,0,0,4,0,2,2,0.0,0,0,0.2424778551591186,n,0.18,True,,100.0,0.18,0.0,0.59
bridge,52.0,0,1,0,1,21,3,2,0.0,0,2,0.0359074460069843,n v,0.0,True,,98.0,0.0,0.0,0.5
brie,88.0,0,0,0,1,0,0,0,0.0,0,0,0.0494354092378408,n,0.0,True,,94.0,0.0,0.0,0.5
brief,97.0,0,4,0,5,0,3,0,0.0,0,4,0.0719093629165803,s n v,0.0301507537688442,True,,199.0,0.01507537688442211,0.01507537688442211,0.5
briefcase,57.0,0,1,0,1,0,2,0,0.0,0,0,0.040791884053862,n,0.0,True,,100.0,0.0,0.0,0.5
brigade,64.0,0,3,0,6,0,2,0,0.0,0,3,0.2424936841723278,n v,0.1263157894736842,True,,95.0,0.06315789473684211,0.06315789473684211,0.5
bright,18.0,0,1,0,1,0,1,2,0.0,0,1,0.0141274090223691,a r s,0.0,True,,100.0,0.0,0.0,0.5
brighten,29.0,0,1,0,0,0,4,4,0.0,0,0,0.0200817318289331,v,0.0,True,,99.0,0.0,0.0,0.5
brightness,4.0,0,0,0,0,0,0,1,0.0,0,0,0.002767376923221,n,0.0,True,,99.0,0.0,0.0,0.5
brilliance,18.0,0,0,0,0,0,1,0,0.0,0,0,0.0086123864911743,n,0.0,True,,99.0,0.0,0.0,0.5
brim,32.0,0,0,0,0,6,2,0,0.0,0,0,0.01908727003825,n v,0.0,True,,93.0,0.0,0.0,0.5
brimstone,25.0,0,0,0,2,0,2,0,0.0,0,2,0.1873855905433554,n,0.1276595744680851,True,,94.0,0.0,0.1276595744680851,0.43617021276595747
brine,53.0,0,0,0,1,0,4,0,0.0,0,0,0.0301395672488109,n v,0.0,True,,85.0,0.0,0.0,0.5
bring,45.0,0,0,0,1,0,2,0,0.0,0,0,0.0515109500928077,v,0.0210526315789473,True,,95.0,0.021052631578947368,0.0,0.5105263157894737
brisk,43.0,0,0,0,0,8,2,0,0.0,0,0,0.0173347654851414,s v,0.0,True,,95.0,0.0,0.0,0.5
bristle,46.0,0,1,0,1,0,1,5,0.0,0,1,0.0203595275786068,n v,0.0,True,,90.0,0.0,0.0,0.5
brittle,43.0,0,0,0,0,0,2,0,0.0,0,0,0.0175802604549011,n s,0.0,True,,89.0,0.0,0.0,0.5
bro,69.0,0,1,0,1,0,3,0,0.0,0,1,0.0438771756940553,,0.0,True,,98.0,0.0,0.0,0.5
broad,72.0,0,0,0,0,23,8,1,0.0,0,1,0.0313969359758073,a n s,0.0,True,,98.0,0.0,0.0,0.5
broadcast,21.0,0,0,0,0,0,0,0,0.0,0,0,0.0116588180803004,n v,0.0,True,,100.0,0.0,0.0,0.5
broccoli,87.0,0,1,0,3,0,1,1,0.0,0,1,0.1244405807747346,n,0.05,True,,100.0,0.04,0.0,0.52
broil,57.0,0,0,0,1,0,1,1,0.0,0,0,0.0953970864808133,n v,0.0,True,,87.0,0.0,0.0,0.5
broke,72.0,0,1,0,3,0,3,0,0.0,0,1,0.0817526263824864,s v,0.0303030303030303,True,,99.0,0.0,0.020202020202020204,0.4898989898989899
broken,46.0,0,3,0,5,0,2,1,0.0,0,1,0.1326616685969265,a v s,0.0707070707070707,True,,99.0,0.0,0.0707070707070707,0.46464646464646464
broker,79.0,0,0,0,4,0,0,0,0.0,0,2,0.1336158205364433,s n v,0.0520833333333333,True,,96.0,0.0,0.041666666666666664,0.4791666666666667
bronco,54.0,0,0,0,0,0,1,0,0.0,0,0,0.0449272740536943,n,0.0,True,,87.0,0.0,0.0,0.5
bronze,42.0,0,0,0,0,0,3,0,0.0,0,0,0.0317145125009306,s n v,0.0,True,,100.0,0.0,0.0,0.5
brook,20.0,0,0,0,0,0,0,0,0.0,0,0,0.0106300160360285,n v,0.0,True,,92.0,0.0,0.0,0.5
broom,48.0,0,3,0,0,0,0,0,0.0,0,1,0.0393748521001213,n v,0.0,True,,100.0,0.08,0.0,0.54
bros,68.0,0,2,0,1,0,3,1,0.0,0,1,0.0562031628888694,,0.0,True,,93.0,0.03225806451612903,0.0,0.5161290322580645
broth,87.0,0,1,0,1,0,2,0,0.0,0,0,0.0650877181967033,n,0.0,True,,98.0,0.0,0.0,0.5
brothel,75.0,0,6,0,8,20,3,0,0.0,0,7,0.9108543615360786,n,0.6224489795918368,True,,98.0,0.0,0.6224489795918368,0.18877551020408162
brother,169.0,0,5,0,8,0,6,3,0.0,0,2,0.1380990262286772,n,0.0653266331658291,True,,199.0,0.11557788944723618,0.0,0.5577889447236181
brotherhood,49.0,0,1,0,9,0,4,1,0.0,0,2,0.2007961956938856,n,0.12,True,,100.0,0.1,0.02,0.54
brought,71.0,0,0,0,2,0,2,0,0.0,0,0,0.0648956742366239,v,0.0204081632653061,True,,98.0,0.02040816326530612,0.0,0.5102040816326531
brow,73.0,0,0,0,0,0,0,0,0.0,0,0,0.0228984216103505,n,0.0,True,,96.0,0.0,0.0,0.5
brown,38.0,0,1,0,1,0,3,0,0.0,0,1,0.0732431986091957,s n v,0.04,True,,100.0,0.0,0.08,0.46
brown sugar,59.0,0,1,0,5,0,0,1,0.0,0,3,0.1079396900089046,,0.06,True,,100.0,0.05,0.02,0.515
brownie,32.0,0,0,0,2,0,0,0,0.0,0,0,0.0635034099721749,n,0.0404040404040404,True,,99.0,0.04040404040404041,0.0,0.5202020202020202
browse,52.0,0,0,0,0,0,0,0,0.0,0,0,0.0313502532603306,n v,0.0,True,,99.0,0.0,0.0,0.5
browser,14.0,0,1,0,1,0,1,0,0.0,0,1,0.0104767006543747,n,0.0,True,,98.0,0.0,0.0,0.5
bruise,71.0,0,3,0,7,0,2,4,0.0,0,3,0.5790833678880473,n v,0.3535353535353535,True,,99.0,0.0,0.35353535353535354,0.3232323232323232
brunch,71.0,0,0,0,1,0,2,1,0.0,0,0,0.0944458057707656,n v,0.0,True,,100.0,0.0,0.0,0.5
brunette,39.0,0,0,0,0,0,0,1,0.0,0,0,0.0161297270918262,a n,0.0,True,,98.0,0.0,0.0,0.5
brush,55.0,0,2,0,1,0,2,4,0.0,0,1,0.0413167250488012,n v,0.015,True,,200.0,0.0,0.02,0.49
brutality,78.0,37,8,37,16,0,8,7,0.0,37,11,0.7508599712169939,n,0.5463917525773195,True,,97.0,0.0,0.41237113402061853,0.29381443298969073
brute,76.0,0,1,0,5,0,8,0,0.0,0,4,0.1721827909421863,n s,0.101010101010101,True,,99.0,0.0,0.08080808080808081,0.4595959595959596
bubble,100.0,0,0,0,1,0,4,3,0.0,0,0,0.0288937268603477,n v,0.0100502512562814,True,,199.0,0.020100502512562814,0.0,0.5100502512562815
bubble gum,54.0,0,1,0,2,0,2,2,0.0,0,0,0.0553920826955174,,0.0206185567010309,True,,97.0,0.020618556701030927,0.0,0.5103092783505154
bubble wrap,31.0,0,4,0,4,0,1,1,0.0,0,5,0.0814912040782488,,0.05,True,,100.0,0.12,0.0,0.56
bubblegum,58.0,0,1,0,1,0,2,1,0.0,0,0,0.0549381257613826,,0.03125,True,,96.0,0.052083333333333336,0.0,0.5260416666666666
bubbling,40.0,0,0,0,0,0,1,2,0.0,0,0,0.0167772716573856,s v,0.0,True,,97.0,0.0,0.0,0.5
bubbly,30.0,0,0,0,0,0,0,1,0.0,0,0,0.0086668233902239,n s,0.0,True,,99.0,0.0,0.0,0.5
bubonic,87.0,0,1,0,2,0,1,0,0.0,0,1,0.2324710436955334,a,0.0,True,,91.0,0.0,0.9340659340659341,0.03296703296703296
